10k,name,division,25k,gender,age,official,bib,genderdiv,ctz,35k,overall,pace,state,30k,5k,half,20k,country,city,40k
33.95,"Schneider, Ben",34,85.12,M,30,143.93,139,37,,119.73,47,5.50,MN,102.42,16.92,71.82,68.12,USA,Minneapolis,136.65
33.77,"Dewitt, Jonathan L.",46,84.32,M,24,146.77,140,50,,119.73,61,5.60,OH,101.77,16.88,71.10,67.42,USA,Toledo,138.15
33.82,"Guillen, Ramiro C.",58,84.85,M,31,148.50,141,63,,121.40,75,5.67,CA,102.58,16.93,71.30,67.55,USA,Goleta,140.47
33.92,"Savard Gagnon, David",141,87.87,M,32,154.90,142,154,,127.50,175,5.92,QC,107.98,16.87,73.50,69.62,CAN,Baie-St-Paul,146.57
33.42,"Catalano, Andrew R",770,89.43,M,27,170.75,143,963,,135.48,1016,6.52,CO,113.65,16.62,73.18,69.05,USA,Colorado Springs,160.72
34.10,"Ayr, Jason M.",52,85.45,M,26,147.60,144,57,,120.58,68,5.63,MA,102.75,17.07,72.15,68.33,USA,Northampton,138.82
34.82,"Scheid, Justin",81,87.10,M,28,150.33,146,87,,123.48,99,5.75,NJ,105.00,17.50,73.55,69.75,USA,Sparta,142.10
34.98,"Favela, Emisael",168,88.37,M,37,156.23,147,188,,126.53,211,5.97,IL,106.82,17.62,74.50,70.62,USA,Berwyn,147.08
34.80,"Nielsen, Brian",297,90.42,M,37,160.82,148,342,DEN,130.92,369,6.13,,109.98,17.20,75.67,71.70,SWE,Tullinge,151.53
34.15,"Baker, Jonathan E.",39,85.47,M,30,145.70,149,43,,120.47,54,5.57,MA,102.80,17.10,72.18,68.37,USA,Cambridge,138.03
34.12,"Darda, Joseph",142,86.82,M,26,154.97,150,155,,126.58,177,5.92,CT,106.33,17.07,72.42,68.53,USA,Willimantic,146.57
34.90,"McElwain, Spencer",205,85.93,M,24,157.92,151,234,,125.68,260,6.03,ME,103.50,17.73,72.72,68.97,USA,Bangor,148.00
34.73,"Papadopoulos, Ioannis",711,88.85,M,29,169.55,152,876,,131.17,922,6.47,,109.52,17.30,74.17,70.27,GRE,Athens,159.33
34.17,"Williams, Andrew D.",45,86.13,M,26,146.63,153,49,,122.02,60,5.60,IN,103.98,17.00,72.60,68.87,USA,Middlebury,139.33
34.22,"Laye, Matthew J.",32,85.55,M,33,143.53,155,34,,119.53,43,5.48,CA,102.63,17.02,72.27,68.57,USA,Suaslito,136.15
34.88,"Chu, Steve",84,87.25,M,31,150.53,156,90,,123.72,103,5.75,CO,104.80,17.42,73.67,69.87,USA,Colorado Springs,143.20
33.95,"Robinson, Sam F",80,85.48,M,29,150.23,157,86,,123.00,98,5.73,CA,104.00,16.92,71.93,68.20,USA,Oakland,141.83
34.15,"Burnstein, Mike",131,88.32,M,24,154.40,158,142,,126.93,163,5.90,MA,107.38,17.10,73.85,69.77,USA,Brookline,146.27
33.82,"Madut, Thomas G.",207,87.23,M,28,158.05,160,236,,126.65,262,6.03,SD,106.40,16.63,73.07,69.25,USA,Mitchell,148.27
32.15,"Rock, Jon",55,83.90,M,24,147.92,162,60,,120.28,72,5.65,MI,101.63,15.63,70.35,66.63,USA,Macomb,139.32
33.27,"Mena, Kyle",304,86.05,M,28,161.05,163,351,,130.68,378,6.15,MI,110.47,16.62,71.47,67.57,USA,Portage,151.57
35.62,"Zolla, Joshua R",276,89.32,M,27,160.07,164,316,,128.03,343,6.12,ME,107.72,18.05,75.25,71.32,USA,Freeport,150.75
34.48,"Schlich, Daniel P.",201,90.48,M,21,157.87,165,229,,129.97,255,6.03,NY,110.37,17.35,75.20,70.98,USA,West Point,149.57
34.40,"Pearson, Neil F.",8,87.45,M,41,155.10,166,161,GBR,126.08,183,5.92,,106.07,17.08,73.50,69.62,AUS,Rozelle,146.38
35.65,"Manning, Matthew",152,90.18,M,34,155.40,167,168,,128.43,191,5.93,TX,109.08,17.87,75.97,72.00,USA,Katy,147.05
34.58,"Mariano, Gregory F.",234,87.05,M,28,158.98,168,269,,125.73,296,6.07,VA,105.32,17.25,73.40,69.58,USA,Alexandria,147.82
34.58,"O'Grady, Thomas",60,86.98,M,28,148.65,169,65,,122.85,77,5.68,NY,104.75,17.20,73.37,69.58,USA,Latham,140.65
35.48,"Tarneja, Ankur",89,88.63,M,32,151.23,170,95,,124.87,109,5.78,CA,106.62,17.87,74.73,70.90,USA,Los Angeles,143.08
35.52,"Shute, Geoffrey",120,89.72,M,38,154.03,171,130,,127.15,151,5.88,NJ,108.25,17.57,75.62,71.68,USA,Woodbury,145.73
35.20,"Johnson, David R.",101,87.80,M,25,152.25,172,108,,124.20,125,5.82,MA,105.40,17.53,74.20,70.40,USA,Northampton,143.68
34.22,"Marx, Zachary A.",377,92.35,M,24,163.10,173,444,,132.97,475,6.23,CO,111.20,16.75,77.70,73.37,USA,Usaf Academy,154.17
35.80,"Sinko, Stephen",424,88.75,M,37,164.22,174,506,,127.63,538,6.27,DE,107.50,18.10,74.70,70.95,USA,Hockessin,153.35
36.00,"Ellington, Stewart",279,91.65,M,39,160.13,175,320,,129.55,347,6.12,TN,110.52,17.95,77.30,73.35,USA,Knoxville,149.63
35.63,"Roth, Mike",143,89.78,M,25,155.02,176,156,,127.35,178,5.92,MI,108.35,17.57,75.73,71.80,USA,Detroit,146.52
35.23,"Marley, David",362,88.82,M,27,162.65,178,424,,129.30,454,6.22,GA,108.07,17.50,74.68,70.78,USA,Columbus,151.93
35.12,"Martin, Daniel",95,88.32,M,30,151.97,180,102,,125.65,118,5.80,FL,106.73,17.60,74.33,70.50,USA,Miami Shores,143.95
33.80,"Loseman, Chris A.",53,84.55,M,25,147.62,181,58,,120.68,69,5.63,MO,102.30,17.07,71.22,67.53,USA,Saint Charles,139.23
34.15,"Tarneja, Neel",64,86.30,M,31,149.07,182,70,,121.93,82,5.70,MA,103.75,17.10,72.77,68.93,USA,Shrewsbury,141.17
36.25,"Hanlin, Cameron",200,90.52,M,26,157.82,183,227,,128.98,253,6.03,CO,109.32,18.02,76.33,72.38,USA,Colorado Springs,148.75
35.85,"Schlegel, Rob",1024,91.95,M,28,174.35,184,1324,,136.67,1402,6.65,OR,112.80,17.87,76.97,72.83,USA,Portland,163.33
36.02,"Thomas, Jonathan",343,90.52,M,26,162.13,185,398,,131.88,426,6.20,LA,110.68,18.02,75.97,72.03,USA,Baton Rouge,152.92
35.77,"Masland, Caleb",96,88.62,M,32,152.00,186,103,,124.85,119,5.80,NC,106.63,17.98,74.88,71.07,USA,Blowing Rock,143.45
34.42,"O'Leary, Brendon P",69,87.13,M,32,149.32,187,75,,123.58,87,5.70,MA,105.27,17.20,73.38,69.47,USA,Whitman,141.38
37.18,"Bowles, Eric",216,92.42,M,28,158.47,188,248,,129.68,274,6.05,CA,110.88,18.58,78.22,74.23,USA,Santa Monica,149.15
34.78,"Hensley, Mike",94,88.13,M,28,151.85,189,101,,125.23,117,5.80,FL,106.63,17.33,74.15,70.28,USA,Gainesville,143.57
36.60,"Kessinger, Andrew",108,92.68,M,44,170.27,190,928,,137.70,979,6.50,OH,114.03,18.27,77.57,73.47,USA,Upper Arlington,160.47
35.70,"Mcgrath, Tom",83,88.85,M,27,150.40,191,89,,124.95,101,5.75,AB,106.70,17.72,75.03,71.17,CAN,Edmonton,142.60
36.23,"Guirard, Mitch",525,91.38,M,28,166.33,192,636,,130.43,673,6.35,FL,110.20,18.02,77.05,73.05,USA,West Palm Beach,154.30
36.23,"Jurek, Samuel C.",206,91.98,M,27,157.97,193,235,,130.88,261,6.03,MA,111.38,18.15,77.37,73.32,USA,Boston,149.72
33.22,"Ohara, Chip",36,83.83,M,33,144.58,195,39,,118.95,50,5.52,NY,100.90,16.58,70.72,67.02,USA,Auburn,136.72
35.83,"Desilets, Christopher",361,91.58,M,27,162.63,196,423,,130.70,453,6.22,CO,110.68,17.75,76.87,72.82,USA,Littleton,152.65
35.45,"Heffron, Rich",230,89.47,M,30,158.82,197,265,,129.40,292,6.07,IL,109.07,17.90,75.00,71.10,USA,Chicago,149.88
35.20,"Naranjo, Nicolai",61,87.80,M,25,148.78,198,66,,122.73,78,5.68,MA,105.10,17.53,74.22,70.40,USA,Northampton,140.78
32.62,"Harvey, Brian C.",23,81.28,M,26,140.52,199,24,,115.48,26,5.37,MA,98.13,16.17,68.62,65.08,USA,Boston,132.90
35.83,"Williams, Richard M.",118,90.45,M,27,153.98,200,128,,127.82,149,5.88,MA,109.12,17.88,76.17,72.17,USA,Somerville,146.12
36.93,"Schramm, Cedric",307,94.50,M,37,161.12,202,354,,133.28,381,6.15,,113.82,18.27,79.62,75.30,FRA,Sarreguemines,152.23
39.35,"McGinness, Chris",553,98.32,M,35,166.98,203,670,,136.83,708,6.38,OR,117.07,19.72,83.35,79.08,USA,Portland,157.60
34.23,"Svet, John",347,89.47,M,23,162.20,204,403,,132.20,431,6.20,CA,110.20,17.00,74.28,70.18,USA,Brea,153.42
42.80,"Dennis, Robert A",2933,110.55,M,28,199.53,206,5457,,160.93,6347,7.62,NJ,135.08,21.57,92.17,87.27,USA,Kingston,187.93
38.37,"Coffey, Ethan",2451,103.03,M,31,191.22,210,3975,,155.52,4375,7.30,TN,127.72,18.88,85.58,81.17,USA,Knoxville,180.77
36.80,"Delancey, Derek",285,92.47,M,35,160.22,211,326,,131.22,353,6.12,AZ,111.35,18.32,78.17,74.10,USA,Gilbert,151.47
35.70,"Cater-Cyker, Zachary",124,89.37,M,29,154.13,212,135,,127.22,156,5.88,TX,108.13,18.08,75.25,71.40,USA,Houston,146.07
34.25,"Raulli, Chris",227,87.75,M,25,158.77,213,262,,128.80,288,6.07,NY,108.33,17.00,73.12,69.27,USA,North Syracuse,149.53
36.52,"Grabau, Zane J.",321,90.85,M,25,161.58,214,372,,129.27,399,6.17,MN,109.75,18.48,76.60,72.67,USA,Waterville,150.83
35.17,"Doyle, Kevin R",77,87.83,M,34,150.07,215,83,,124.50,95,5.73,PA,106.08,17.58,74.13,70.35,USA,Ebensburg,142.20
34.70,"Mcnamara, Brian",180,88.25,M,31,157.08,216,203,,127.63,227,6.00,MA,107.42,17.28,74.02,70.13,USA,Cambridge,147.95
34.78,"Karbelk, Jason",177,88.27,M,27,156.80,218,199,,128.12,223,5.98,CA,107.68,17.38,74.02,70.15,USA,Daly City,147.88
36.82,"Ebiner, Matt",5,92.77,M,53,161.42,219,362,,132.80,389,6.17,CA,112.35,18.43,78.22,74.15,USA,Covina,152.72
34.65,"Ludovici, Benjamin",237,88.15,M,25,159.03,222,273,,128.42,300,6.07,OK,107.35,17.32,73.82,69.88,USA,Oklahoma City,149.55
36.55,"Libs, Andrew",189,92.48,M,23,157.30,224,214,,129.97,239,6.00,MI,111.27,18.03,78.10,74.02,USA,Ann Arbor,149.05
38.55,"Bergman, Marc J.",443,96.68,M,34,164.62,227,531,,137.12,564,6.28,TX,117.05,19.50,81.52,77.27,USA,Austin,156.48
33.78,"Leese, Ben J.",104,86.62,M,33,152.68,228,111,GBR,123.95,129,5.83,NY,104.87,16.83,71.67,67.97,USA,Brooklyn,143.42
35.43,"Gittelman, Brandon",748,89.42,M,24,170.17,229,922,,133.12,972,6.50,IL,110.55,17.90,74.57,70.70,USA,Naperville,161.62
42.42,"Dorgan, Patrick",1271,105.28,M,33,177.10,230,1691,,146.70,1790,6.77,IL,126.02,21.38,89.28,84.78,USA,Wheaton,167.98
35.70,"Valentine, Eddie",107,89.95,M,34,152.85,231,114,,126.63,133,5.83,VA,108.32,17.78,75.85,71.90,USA,Arlington,144.57
40.65,"Morton, Bryan",836,98.80,M,31,171.77,232,1056,,139.77,1112,6.57,TX,118.70,20.68,83.77,79.62,USA,Austin,164.05
34.17,"Yamanaka, Yuji",13,88.05,M,42,155.65,233,176,,126.83,199,5.95,,107.02,16.80,73.78,69.97,JPN,Saitama-Ken Pref,146.62
36.92,"Donaghy, Roger",170,92.65,M,35,156.28,234,190,,130.13,213,5.97,MA,111.37,18.37,78.23,74.17,USA,Belmont,148.38
43.27,"Thomas, Jeffrey A.",2335,107.50,M,33,189.35,235,3671,,150.82,4004,7.23,IL,128.22,21.67,91.50,86.88,USA,Chicago,178.67
34.88,"Dockemeyer, Kevin J.",147,89.40,M,27,155.10,236,160,,127.13,182,5.92,IL,108.20,17.13,75.12,71.18,USA,Wilmington,146.15
36.73,"Holowka, Tom",203,91.78,M,28,157.90,237,232,,129.57,258,6.03,CT,110.40,18.53,77.45,73.43,USA,New Haven,149.23
41.72,"Reiff, Brandon",615,102.92,M,32,168.08,238,755,,141.30,798,6.42,NV,121.42,20.73,88.85,84.92,USA,Reno,159.82
34.37,"Warwick, Kurt",148,89.02,M,25,155.15,239,162,,127.55,185,5.93,WA,108.33,16.93,74.57,70.63,USA,Clinton,146.68
34.68,"Pletcher, Kyle",336,88.20,M,26,161.92,240,391,,130.38,419,6.18,IN,108.27,17.27,74.02,70.13,USA,Walkerton,153.12
36.80,"Veres, Connor J",3151,97.35,M,22,204.68,241,6322,,148.83,7711,7.82,PA,122.12,18.47,80.33,75.95,USA,Easton,190.38
34.17,"Chorney, David",243,87.55,M,26,159.23,243,280,,129.07,307,6.08,MA,107.68,17.10,72.95,69.05,USA,Somerville,150.10
36.67,"Milenkevich, Timothy",1103,94.18,M,32,175.23,244,1440,,137.67,1525,6.68,CT,115.05,18.33,78.75,74.52,USA,Ansonia,162.68
36.00,"Haro, Drew L.",273,90.13,M,28,159.93,246,313,,129.52,340,6.10,LA,109.13,18.02,75.95,72.02,USA,Metairie,150.85
38.15,"White, Alex",174,93.77,M,29,156.53,247,196,,130.53,219,5.98,MA,112.15,19.00,79.42,75.35,USA,Somerville,148.68
36.40,"Moreland, Jeffrey",115,89.92,M,36,153.75,248,125,,127.15,146,5.87,NV,108.23,18.42,76.15,72.27,USA,Reno,145.37
35.23,"Buschman, Mark",239,88.28,M,30,159.08,250,275,,128.32,302,6.08,MD,107.62,17.65,74.23,70.42,USA,Frederick,149.68
48.82,"Kaplan, Josh",3182,121.73,M,28,205.70,252,6481,,170.68,7990,7.85,OR,146.12,24.42,102.70,97.42,USA,Portland,195.27
34.75,"Kiely, Owen",79,87.20,M,30,150.22,253,85,,123.43,97,5.73,CA,104.93,17.20,73.65,69.85,USA,Pasadena,141.97
36.12,"Way, Dan",204,91.53,M,27,157.92,254,233,,129.92,259,6.03,ON,110.42,17.88,77.12,73.12,CAN,Toronto,149.37
33.88,"Maedel, Nicholas",56,85.00,M,25,147.97,255,61,,121.47,73,5.65,FL,102.88,16.88,71.73,68.03,USA,Tampa,139.68
35.80,"Henry, Justin",121,89.25,M,30,154.03,256,131,,126.73,152,5.88,CO,107.87,18.23,75.37,71.50,USA,Lafayette,145.33
35.93,"Schneider, Mac",299,91.07,M,25,160.87,257,344,,129.72,371,6.15,WA,110.20,18.02,76.43,72.43,USA,Woodway,151.07
35.02,"Steffen, Joshua G.",102,87.65,M,33,152.25,258,109,,125.07,126,5.82,NH,105.98,17.52,73.90,70.07,USA,New London,143.78
35.80,"Moser, Felix",219,89.47,M,29,158.57,259,252,,128.53,278,6.05,MA,108.15,17.88,75.52,71.60,USA,Cambridge,148.85
39.95,"Montgomery, Justin",687,99.18,M,38,169.20,260,846,,139.17,892,6.47,NH,119.02,19.97,83.77,79.50,USA,Claremont,159.83
48.93,"Korth, Joshua L.",3275,120.10,M,26,208.25,261,6907,,165.83,8747,7.95,NY,143.62,24.37,101.57,96.42,USA,Brooklyn,193.28
36.08,"Harkin, David",87,92.88,M,44,168.03,262,751,,136.63,794,6.42,OR,114.63,18.02,76.88,72.78,USA,West Linn,158.15
35.77,"Beedell, Thomas C.",151,89.93,M,27,155.37,263,166,,127.45,189,5.93,,108.47,17.75,75.83,71.82,GBR,Brentwood,146.47
34.98,"Garber, Kent",325,90.72,M,28,161.70,264,379,,132.02,407,6.18,MA,111.10,17.48,75.52,71.38,USA,Boston,152.98
36.38,"Stone, Chris C",202,91.33,M,33,157.90,266,231,,129.18,257,6.03,AB,110.08,18.13,77.07,73.10,CAN,Edmonton,148.67
34.83,"Buslepp, Michael C.",213,88.05,M,32,158.35,267,245,,126.50,271,6.05,MI,106.82,17.25,74.13,70.27,USA,Sterling Heights,148.12
35.92,"Leach, Justin",735,91.17,M,27,169.93,268,906,,133.75,955,6.48,AL,111.65,17.92,76.42,72.43,USA,Sterrett,159.02
33.88,"Fernandez Cantos, Juan Antonio Sr.",87,86.35,M,32,150.75,269,93,,123.23,107,5.75,,104.60,16.73,72.63,68.87,ESP,Benidorm,142.38
36.43,"Scott, Brian M.",190,92.08,M,36,157.43,270,215,,130.47,240,6.02,IL,111.18,18.00,77.63,73.58,USA,Naperville,149.22
36.28,"Goode, Adam",305,90.32,M,30,161.05,271,352,,129.37,379,6.15,ME,109.17,18.27,76.17,72.23,USA,Bangor,150.47
34.68,"Bedbury, Nick",224,89.55,M,25,158.75,272,259,,129.00,285,6.07,NY,108.90,17.33,74.67,70.65,USA,Syracuse,149.58
46.78,"Marshall, Kyle B",3647,122.12,M,23,220.05,273,8745,,177.58,12447,8.40,AZ,149.93,23.20,101.33,95.80,USA,Phoenix,208.27
39.18,"Babcock, Steven",1491,100.08,M,28,179.13,274,2062,,145.63,2181,6.83,MO,123.35,19.33,82.97,78.62,USA,St. Louis,168.75
34.70,"Brigham, Nathan",97,87.30,M,31,152.07,275,104,,124.63,120,5.80,MD,105.53,17.33,73.65,69.90,USA,Baltimore,143.63
36.72,"Chvatal, Brad A.",28,91.70,M,42,159.85,276,309,,130.35,336,6.10,OR,110.58,18.42,77.47,73.47,USA,Coburg,151.18
37.53,"Kaczmarek, Bruce",848,95.53,M,27,171.93,277,1073,,138.80,1130,6.57,PA,117.32,18.67,80.40,76.20,USA,Philadelphia,161.87
34.58,"Garbe, Ben",277,88.42,M,25,160.08,278,317,,129.58,344,6.12,WI,108.37,17.18,73.83,69.95,USA,Fitchburg,150.92
36.75,"Williams, Jordan",251,92.72,M,24,159.40,280,290,,130.92,317,6.08,WI,111.67,18.27,78.15,74.08,USA,Sheboygan Falls,150.50
38.90,"Mead, Gerad",826,99.57,M,34,171.62,281,1044,,141.28,1100,6.55,MN,120.07,19.55,83.93,79.57,USA,Minneapolis,162.35
37.17,"Minns, Chris",45,93.42,M,40,163.13,282,448,CAN,133.00,479,6.23,,112.97,18.52,78.67,74.57,GBR,Beckenham,153.62
35.92,"Franz, David",563,92.73,M,27,167.15,283,681,,136.18,719,6.38,KS,114.38,18.05,77.50,73.40,USA,Leawood,157.27
37.07,"Reed, Andrew C",538,92.87,M,25,166.65,284,652,,133.85,690,6.37,WA,112.05,18.55,78.40,74.28,USA,Seattle,156.50
37.45,"Mangum, Scott",290,94.22,M,38,160.45,285,331,,133.03,358,6.13,IL,113.53,18.78,79.48,75.35,USA,Barrington,152.03
36.32,"Mah, Christopher",129,90.28,M,30,154.37,286,140,,127.23,161,5.90,WA,108.55,18.22,76.30,72.40,USA,Seattle,145.92
38.00,"Verdi, Daniel",630,95.48,M,32,168.40,287,771,,135.32,816,6.43,CO,114.83,19.03,80.75,76.55,USA,Denver,158.43
35.02,"Toland, Hugh J. IV",122,87.55,M,33,154.08,289,133,,125.92,154,5.88,VA,106.12,17.70,73.80,69.98,USA,Bristow,145.55
34.78,"Dichiara, Tom",75,87.70,M,36,149.82,290,81,,123.43,93,5.72,MD,105.38,17.22,73.97,70.12,USA,Bethesda,141.78
35.40,"Logsdon, Cory",369,89.68,M,26,162.75,291,432,,128.20,463,6.22,NE,108.57,17.43,75.47,71.53,USA,Omaha,152.05
35.83,"Johnston, Charlie T.",165,90.22,M,31,155.97,292,185,,128.72,208,5.95,NV,109.30,17.95,75.90,71.95,USA,Sparks,147.63
37.47,"Brady, Michael",728,94.65,M,28,169.78,293,897,,138.10,945,6.48,NY,115.95,18.80,79.28,75.20,USA,Brooklyn,160.27
40.02,"Uthmeier, James W.",997,99.98,M,26,174.05,294,1285,,141.00,1359,6.65,DC,120.23,20.08,84.40,80.10,USA,Washington,163.78
33.98,"Chaillou, Thomas",51,86.18,M,29,147.53,296,56,FRA,121.83,67,5.63,KY,103.85,16.83,72.65,68.87,USA,Lexington,139.47
36.33,"Adams, Bob",445,91.12,M,33,164.63,297,533,,129.75,566,6.28,TN,110.10,18.02,76.83,72.87,USA,Ooltewah,153.87
35.72,"Edstrom, Dan",135,90.22,M,37,154.60,298,146,,127.78,167,5.90,CO,109.03,18.07,75.90,71.92,USA,Denver,146.47
35.63,"Rayner, Kenny",501,90.25,M,23,165.80,299,602,,132.97,638,6.33,MA,110.55,17.78,75.60,71.63,USA,Allston,155.58
33.83,"Knutson, Michael",76,85.57,M,34,150.05,300,82,,122.57,94,5.73,OR,103.65,16.92,72.02,68.25,USA,Baker City,141.43
33.87,"Rand, Matt",108,85.03,M,22,152.85,301,115,,122.43,134,5.83,VA,103.07,16.98,71.67,68.00,USA,Alexandria,143.08
36.23,"Sharman, Ian",244,92.45,M,33,159.23,302,281,GBR,131.68,308,6.08,CA,112.10,18.05,77.32,73.25,USA,Walnut Creek,150.80
38.27,"McCue, Daniel T.",389,95.02,M,37,163.43,303,458,,134.32,489,6.25,MA,114.57,19.08,80.30,76.22,USA,Arlington,154.52
35.67,"Keefe, Bradley N.",191,90.10,M,33,157.45,304,216,,128.65,241,6.02,MB,109.08,17.90,75.88,71.95,CAN,Winnipeg,148.45
37.45,"Butler, Derrick",3744,94.80,M,33,225.15,305,9407,,151.95,13957,8.60,OH,118.32,18.60,79.62,75.43,USA,Ashtabula,194.58
34.92,"Clifford, Tom G.",72,87.15,M,30,149.53,307,78,,123.02,90,5.72,NC,104.97,17.37,73.57,69.73,USA,Wilmington,141.17
35.57,"Mahoney, Bryan C.",333,91.25,M,31,161.85,308,388,,131.75,416,6.18,MA,111.15,17.67,76.50,72.40,USA,Somerville,152.53
35.57,"Parker, Hugh F.",252,91.52,M,23,159.52,309,291,,131.73,318,6.10,NY,111.47,17.53,76.47,72.48,USA,New York,151.43
49.67,"Meigs, Tim",753,117.33,M,47,198.20,310,5182,,163.32,5969,7.57,NC,140.03,24.88,99.67,94.85,USA,Raleigh,187.27
48.93,"Quednau, Todd",2929,115.33,M,32,199.43,311,5432,,165.05,6313,7.62,IL,140.98,27.35,97.60,92.82,USA,Chicago,189.55
38.45,"Smith, Kevin",874,96.87,M,28,172.38,312,1112,,138.23,1173,6.58,NY,117.18,19.10,81.53,77.23,USA,Hamburg,160.40
44.67,"Tomaszewski, Jeff A.",2684,112.38,M,39,194.53,313,4612,,158.50,5179,7.43,CA,135.10,22.18,94.67,89.75,USA,San Diego,184.07
34.87,"Aubert, Nic",157,88.18,M,26,155.58,314,175,,126.77,198,5.95,IL,107.20,17.55,74.07,70.22,USA,Chicago,146.65
37.48,"McMahon, Craig T.",446,94.72,M,24,164.65,316,534,,134.43,567,6.28,MA,114.23,18.78,79.78,75.65,USA,Brighton,155.47
37.38,"Bardeesy, Rami",196,97.05,M,45,180.65,317,2340,,143.17,2477,6.90,NS,118.93,18.68,80.92,76.53,CAN,Halifax,169.35
35.90,"Weppler, Jason V.",235,90.70,M,38,158.98,318,270,,129.57,297,6.07,ON,109.82,17.93,76.25,72.25,CAN,Shallow Lake,149.62
36.40,"Reilly, Jason T.",208,91.27,M,31,158.12,319,237,,130.43,263,6.03,RI,110.42,18.48,76.78,72.93,USA,Cumberland,149.60
38.03,"Harada, Koichi",806,96.78,M,37,171.33,321,1020,,139.00,1075,6.55,,117.53,18.85,81.43,77.23,JPN,Tokyo,160.60
36.80,"Denucci, Christopher C.",214,92.68,M,34,158.43,322,246,,131.28,272,6.05,CA,111.82,18.42,78.13,74.10,USA,Menlo Park,150.30
36.20,"Lee, Kam S",5,91.92,M,45,157.22,324,210,,129.97,235,6.00,OH,110.92,17.73,77.47,73.45,USA,Middleburg Heights,148.82
38.88,"Rose, Connor",289,96.08,M,23,160.42,325,330,,133.50,357,6.13,NY,114.83,19.47,81.43,77.30,USA,New York,151.85
34.20,"Kessler, Jason",146,87.05,M,34,155.08,326,159,,125.73,181,5.92,OH,105.68,17.07,73.27,69.35,USA,Perrysburg,145.83
40.65,"Chesto, Jon",181,100.90,M,43,174.80,327,1381,,143.13,1461,6.67,MA,121.73,20.38,85.18,80.78,USA,South Boston,165.57
36.02,"Del Monaco, Mark D",136,89.70,M,26,154.62,328,147,,127.12,168,5.90,CO,108.28,17.95,75.77,71.90,USA,Boulder,146.10
38.65,"Torres Peanilla, Jose Ramon T. Sr.",261,99.38,M,49,183.97,329,2842,,149.50,3033,7.02,,125.02,19.28,82.98,78.57,ESP,Burgos,173.43
36.87,"Hernandez, Hector",19,91.27,M,42,157.48,330,218,,129.02,244,6.02,CA,109.92,18.37,77.02,72.97,USA,Chula Vista,148.72
35.72,"Deeg, Thomas",197,90.22,M,33,157.77,331,224,,128.07,250,6.03,MA,109.02,18.05,75.88,71.90,USA,Eastham,148.93
35.70,"Walsh, Anthony S",210,91.47,M,30,158.15,333,239,IRL,130.00,265,6.03,MA,110.77,17.87,76.53,72.55,USA,Boston,149.92
37.90,"Hardy, Tim",371,94.28,M,38,162.78,334,435,,133.47,466,6.22,MN,113.57,19.05,79.63,75.48,USA,North Mankato,153.70
42.17,"Arnstein, Michael",983,105.62,M,37,173.83,335,1267,,146.77,1340,6.63,HI,126.45,21.00,89.45,84.77,USA,Kailua,166.02
36.97,"Glover, Brendan",618,94.12,M,29,168.13,337,758,,136.22,801,6.42,NY,114.67,18.42,78.92,74.73,USA,Corning,158.20
36.58,"Garnier, Louis-Philippe",7,92.78,M,49,158.57,338,253,,131.50,279,6.05,QC,112.13,18.25,78.03,73.98,CAN,Montreal,150.45
35.90,"Sullivan, Tyler J.",332,91.57,M,26,161.85,339,387,,131.08,415,6.18,IA,110.90,17.73,76.90,72.80,USA,Iowa City,152.53
34.93,"Underwood, Steven T.",1047,88.35,M,27,174.58,340,1357,,126.92,1436,6.67,CA,106.82,17.38,74.47,70.58,USA,Encinitas,162.30
35.67,"Cech, Jay",112,90.58,M,36,153.43,341,121,,127.48,141,5.87,OR,109.20,17.65,76.25,72.20,USA,Portland,145.50
37.92,"Engle, Charles",93,96.07,M,43,168.68,342,798,,137.37,843,6.45,VA,116.40,18.88,80.65,76.43,USA,Arlington,159.28
35.90,"Ash, Alan",117,90.12,M,22,153.90,343,127,,127.52,148,5.88,AL,108.67,17.98,76.03,72.07,USA,Atmore,145.90
34.15,"Deblander, Matthew D",63,86.13,M,26,148.92,346,68,,122.48,80,5.68,PA,104.20,17.13,72.38,68.58,USA,Duboistown,140.70
37.03,"Aguero, Matt",156,92.23,M,33,155.55,347,174,,129.18,197,5.93,OK,110.82,18.52,78.03,74.03,USA,Shawnee,147.53
36.47,"Brown, Walter J.",49,92.93,M,43,163.78,348,481,,132.23,513,6.25,UT,112.08,18.28,78.17,74.05,USA,South Jordan,153.37
36.47,"Fernandez Marcos, Noel",458,91.80,M,37,164.87,349,552,,130.78,585,6.30,TX,110.88,18.13,77.37,73.33,USA,Irving,154.18
37.03,"Burns, Scott",3732,95.40,M,33,224.47,350,9322,,192.87,13748,8.57,PA,169.53,18.48,79.43,75.08,USA,West Chester,214.85
36.87,"Mitchell, Michael",505,92.03,M,29,165.95,351,610,,133.02,647,6.33,NC,111.35,18.58,77.68,73.65,USA,Mint Hill,156.62
36.17,"Perry, Tim",313,92.42,M,30,161.42,353,363,,132.00,390,6.17,NH,112.02,18.12,77.62,73.50,USA,Manchester,152.50
35.63,"Ritchie, Tom",12,88.77,M,40,155.45,354,171,,127.97,194,5.93,AK,108.00,18.17,74.75,70.95,USA,Anchorage,147.47
35.17,"Huberty, Bryan",1353,90.05,M,35,177.93,355,1829,,129.82,1935,6.80,FL,109.22,17.63,75.42,71.55,USA,Miami Beach,165.98
